Timestamp,GHI,DNI,DHI,ModA,ModB,Tamb,RH,WS,WSgust,WSstdev,WD,WDstdev,BP,Cleaning,Precipitation,TModA,TModB,Comments,GHI_z,DNI_z,DHI_z,ModA_z,ModB_z,WS_z,WSgust_z,is_outlier
2021-10-30 00:01:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.1,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:02:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.2,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:03:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.2,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:04:00,-0.7,0.0,-0.8,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.1,22.3,22.6,,-0.6789313250702835,-0.5322434605015472,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:05:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:06:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.7,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:07:00,-0.7,0.0,-0.8,0.0,0.0,22.0,99.4,0.1,0.7,0.2,240.4,0.0,1002,0,0.0,22.3,22.7,,-0.6789313250702835,-0.5322434605015472,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.8441520160445998,-0.6132184288866446,False
2021-10-30 00:08:00,-0.7,0.0,-0.8,0.0,0.0,22.0,99.5,0.2,0.7,0.4,233.5,1.6,1002,0,0.0,22.4,22.7,,-0.6789313250702835,-0.5322434605015472,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.7634578649356273,-0.6132184288866446,False
2021-10-30 00:09:00,-0.7,-0.1,-0.8,0.0,0.0,22.0,99.5,0.7,1.1,0.5,232.0,0.3,1002,0,0.0,22.4,22.7,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.3599871093907643,-0.3658546796200588,False
2021-10-30 00:10:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.2,0.6,1.1,0.5,232.5,0.3,1002,0,0.0,22.4,22.7,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.4406812604997369,-0.3658546796200588,False
2021-10-30 00:11:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.3,0.4,0.7,0.5,234.4,0.1,1002,0,0.1,22.4,22.7,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.602069562717682,-0.6132184288866446,False
2021-10-30 00:12:00,-0.7,-0.1,-0.8,0.0,0.0,22.0,99.4,0.7,1.1,0.5,238.1,1.3,1002,0,0.0,22.4,22.7,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.3599871093907643,-0.3658546796200588,False
2021-10-30 00:13:00,-0.7,0.0,-0.8,0.0,0.0,22.0,99.5,0.2,0.7,0.4,251.4,2.7,1002,0,0.0,22.4,22.7,,-0.6789313250702835,-0.5322434605015472,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.7634578649356273,-0.6132184288866446,False
2021-10-30 00:14:00,-0.7,-0.1,-0.8,0.0,0.0,22.0,99.4,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.4,22.7,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:15:00,-0.6,-0.1,-0.8,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.4,22.7,,-0.6785963109335856,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:16:00,-0.6,-0.1,-0.8,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.4,22.7,,-0.6785963109335856,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:17:00,-0.6,0.0,-0.8,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.7,,-0.6785963109335856,-0.5322434605015472,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:18:00,-0.6,-0.1,-0.8,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.1,22.3,22.7,,-0.6785963109335856,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:19:00,-0.7,-0.1,-0.8,0.0,0.0,21.9,99.2,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7205003995137442,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:20:00,-0.7,-0.1,-0.9,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7211295444750616,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:21:00,-0.7,-0.1,-0.9,0.0,0.0,21.9,99.3,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.3,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7211295444750616,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:22:00,-0.7,-0.1,-0.9,0.0,0.0,21.9,99.4,0.0,0.0,0.0,0.0,0.0,1002,0,0.1,22.2,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7211295444750616,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:23:00,-0.7,-0.1,-0.9,0.0,0.0,21.9,99.4,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.2,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7211295444750616,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:24:00,-0.7,-0.1,-0.9,0.0,0.0,21.9,99.4,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.2,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7211295444750616,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:25:00,-0.7,-0.1,-0.9,0.0,0.0,21.9,99.4,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.2,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7211295444750616,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
2021-10-30 00:26:00,-0.7,-0.1,-0.9,0.0,0.0,21.9,99.4,0.0,0.0,0.0,0.0,0.0,1002,0,0.0,22.2,22.6,,-0.6789313250702835,-0.5327008073080017,-0.7211295444750616,-0.6867578123116703,-0.6857818394919816,-0.9248461671535724,-1.0461049901031694,False
